"Name","id","Phone","Email","Website/Social Media","Neighborhood","Category","Pod","Latitude","Longitude","Address","Zip Code","Status","Special Accommodation Hours","Pickup Offered","Delivery Offered","Hours","Last Updated","Created time","Last Modified by","Source","Delivery/Pickup Notes","Admin Notes","Donate","Sub-Category","Outdoor Space","Indoor Seating","Type of Closing","SNAP/EBT"
"Cafe Mogador",568,"(718) 486-9222",,"https://www.instagram.com/cafemogadornyc/","North Williamsburg","Restaurant",,40.719896,-73.9599,"133 Wythe Ave.","11211","Open",,"Yes","Yes","Sun-Thu: 11.30am-9pm / Fri-Sat: 11:30am-10pm
","2020-06-11T12:30:29.000Z","2020-05-14T00:45:14.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Order via their website or call: <https://www.cafemogador.com/>
Also delivery via Caviar, Doordash, GrubHub and Seamless (but those services take a hefty cut).
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/cafe-mogador-employee-fund","Mediterranean",,,,
"Partners Coffee",569,"(347) 586-0063",,"https://www.instagram.com/partnerscoffee/","North Williamsburg","Coffee Shop",,40.718181,-73.959162,"125 N 6th St.","11211","Open",,"Yes","No","Daily: 8:30am-3:30pm
","2020-07-09T17:15:32.000Z","2020-05-14T00:55:38.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
",,,,"Casual Chairs",,,
"Caracas Arepa Bar",570,"(718) 218-6050",,"http://www.caracasarepabar.com/","South Williamsburg","Restaurant",,40.714008,-73.95748,"291 Grand St, Brooklyn, NY 11211",,"Open",,"Yes","Yes","Daily: 12pm-9pm
","2020-05-14T01:08:52.000Z","2020-05-14T01:05:15.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","Visit website to place an order - food, drinks, arepa kits & pantry items.
",,,"Venezuelan",,,,
"Threes Brewing",571,"(917) 909-0271",,"https://www.instagram.com/threesbrewing/","Greenpoint","Bar","4",40.73039,-73.957945,"113 Franklin Street, Brooklyn, NY 11222","11222","Open",,"Yes","Yes","Sun-Fri: 2-8 pm / Sat: 12-8 pm
","2020-09-17T19:41:29.000Z","2020-05-14T01:13:49.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission/Location","Order via their website: <https://shop.threesbrewing.com/>
",,,"Bar","Sidewalk Seating",,,
"Brooklyn Ball Factory",572,,,"https://www.instagram.com/brooklyn_ball_factory/","East Williamsburg","Restaurant",,40.707424,-73.945794,"95 Montrose Ave, Brooklyn, NY","11206","Open",,"Yes","Yes","Daily: 9am-4pm
","2020-05-14T14:33:20.000Z","2020-05-14T14:30:08.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","Delivery via Caviar, Grabhub, Seamless.
",,,"Asian",,,,
"Sapporo Ichiban",573,"(718) 389-9712",,"https://sapporoichibantogo.com/","Greenpoint","Restaurant",,40.723826,-73.950486,"622 Manhattan Ave","11222","Open",,"Yes","Yes","Daily: 12pm-10:30pm
","2020-05-14T15:52:35.000Z","2020-05-14T15:49:03.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","Order on their website for delivery and pickup.
",,,"Sushi,Japanese",,,,
"Jimbo Slims",574,"(917) 909-1057",,"https://www.instagram.com/jimboslimsbk/","Greenpoint","Bar","11",40.72117,-73.946457,"524 Graham Ave.","11222","Open",,"Yes","No","Thu-Sun: 1pm-8pm
","2020-10-07T21:41:17.000Z","2020-05-14T15:53:20.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission",,,,"American","Street Seating",,,
"The Shanty at New York Distilling Company",575,"(718) 878-3579","morgan@nydistilling.com","https://www.instagram.com/theshantybk/","North Williamsburg","Bar",,40.718782,-73.948654,"79 Richardson Street","11222","Open",,"Yes","Yes","Tues & Sun: 12pm-5pm
","2020-06-29T21:28:33.000Z","2020-05-14T15:56:39.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission","Orders must be placed online 5 hours ahead of pick-up time. Order on their website: <https://www.theshantyatnydc.com/>
",,,,,,,
"Leimay",576,,"ximenasmail@leimay.org","http://beta.leimay.org/?fbclid=IwAR0V3o4ToywRIXd2SpqbRAP9ZufppOgpz7MRhcafyo6ka1mUOI9X0d2wJJA#","South Williamsburg","Other",,40.7157,-73.96515,"58 Grand Street","11211","Open",,,,,"2020-06-29T19:16:19.000Z","2020-05-14T16:01:22.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission","Artist ensemble offering remote services; check Facebook.
","Donation link last checked 9/7/20
","https://leimay.givingfuel.com/covid19-stone-soup-relief-for-leimay","Arts",,,,
"J&J Hooper Food",578,,,,"South Williamsburg","Grocery Store",,40.710158,-73.951158,"396 Hooper St","11211","Open",,"Yes","No","Sun-Tues: 8am-8pm / Weds-Thurs: 8am-8:45pm / Fri: 8am-6pm
","2020-05-14T17:01:35.000Z","2020-05-14T16:59:07.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","This bodega has a sidewalk taco stand.
",,,"Mexican",,,,
"Evil Olive Pizza Bar",579,"718 387 0707",,"https://www.instagram.com/evil_olive_pizza/","South Williamsburg","Restaurant",,40.706439,-73.950077,"198 Union Ave.",,"Closed",,"Yes","Yes","~~Tues-Thurs: 11am-11om / Fri-Sat: 11am-2:30am / Sun: 12pm-10pm~~
","2020-10-14T19:29:05.000Z","2020-05-14T17:03:18.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Business FB Post","
","Closed October 2020 -AR
",,"Pizzeria",,,"Permanently Closed: Reason Unclear",
"Nam Nam",580,,"namcafeinc@gmail.com","https://namnamcafe.weebly.com/","South Williamsburg","Restaurant",,40.707521,-73.945248,"109 Montrose Ave","11206","Open",,"Yes","Yes","Daily: 11am-9pm
","2020-05-22T01:06:54.000Z","2020-05-14T17:07:49.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submisson","Menu on their website, call or email to order.
",,,"Vietnamese",,,,
"Big Tree Bottles",581,"(718) 894-9463",,"https://bigtreebottles.com/","East Williamsburg","Liquor Store/Distillery",,40.715314,-73.933353,"43 Bogart St.","11206","Open",,"Yes","No","Mon-Thu 2pm-8pm / Fri-Sun: 12pm-8pm
","2020-05-14T17:14:32.000Z","2020-05-14T17:12:02.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","Order via their website.
",,,,,,,
"Beco",582,"(718) 599-1645","Becobar@gmail.com","https://www.instagram.com/becobar/","North Williamsburg","Restaurant",,40.718598,-73.950398,"45 Richardson St.","11211","Open",,"Yes","Yes","Weds-Sun: 12pm-8pm
","2020-07-16T23:18:29.000Z","2020-05-14T17:35:21.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission ","Order via their website: <https://www.becobar.com/>
",,,"Brazilian","Sidewalk Seating",,,
"Lucky Dog",583,"(347) 294-4971",,"https://www.instagram.com/luckydogbar/","South Williamsburg","Bar","27",40.713674,-73.961795,"303 Bedford Ave.","11211","Open",,"Yes","No","Mon-Thurs: 2pm-12am/Fri-Sun: 12pm-12am
","2020-10-03T22:07:04.000Z","2020-05-14T18:02:26.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,,"Backyard/Open Space","Yes",,
"Dusty Friends",584,,"dustyrosevintage@gmail.com","https://www.instagram.com/dustyrosevintage/","Greenpoint","Other",,40.723197,-73.950626,"595 Manhattan Ave.","11222","Open",,"Yes","Yes","Mon-Fri 5-6pm / Sat-Sun 1-5pm
","2020-05-14T18:12:10.000Z","2020-05-14T18:09:22.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","Private appointments and pickups offered. Book a private appointment at www.dustyrosevintage.com
",,,,,,,
"Manic Ceramic",585,"(347) 763-1368","gabi@manicceramicnyc.com","https://www.instagram.com/manicceramicnyc/","East Williamsburg","Other",,40.716682,-73.945038,"395 Graham Ave.","11211","Open",,"Yes","No","Place a pickup order to schedule.
","2020-05-14T18:16:50.000Z","2020-05-14T18:13:12.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","Pick up pottery and clay to-go, and “take home” art activity kits. Order via Instagram DM or email. More info on their Instagram.
","
",,,,,,
"Crema",586,"(347) 457-5363",,"https://www.instagram.com/crema_bk/","Greenpoint","Coffee Shop","11",40.723299,-73.945715,"182 Driggs Ave.","11222","Open",,"Yes","No","Sat-Sun: 9am-2pm
","2020-05-14T18:22:59.000Z","2020-05-14T18:21:25.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission",,,,,,,,
"Variety Coffee (Graham Ave.)",587,"(347) 599-2351",,"https://www.instagram.com/varietycoffee/","East Williamsburg","Coffee Shop","18",40.715455,-73.944389,"368 Graham Ave.","11211","Open",,"Yes","No","Daily: Open at 8am
","2020-10-07T21:43:44.000Z","2020-05-14T18:24:04.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location",,,,,"Street Seating",,,
"Variety Coffee (Driggs Ave)",588,"(718) 383-2326",,"https://www.instagram.com/varietycoffee/","Greenpoint","Coffee Shop","10",40.723245,-73.944257,"142 Driggs Avenue","11222","Open",,"Yes","No","Daily: 7am-7pm
","2020-09-08T04:22:06.000Z","2020-05-14T18:24:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission",,,,,"Street Seating",,,
"Staples",589,"(718) 388-3447",,"https://stores.staples.com/ny/brooklyn/535-morgan-avenue","Greenpoint","Shipping Services/Post Office","18",40.722326,-73.939167,"535 Morgan Ave","11222","Open","First open hour Monday and Friday is for seniors and those with underlying health issues","Yes",,,"2020-05-14T19:51:58.000Z","2020-05-14T19:48:45.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Website","Mon-Fri: 9am-7pm / Sat: 9am-6pm / Sun: 11am-5pm
",,,,,,,
"Pomp & Circumstance",590,"(718) 387-4861",,"https://pandcdining.com/","East Williamsburg","Restaurant",,40.714283,-73.949637,"577 Lorimer St.","11211","Open",,"Yes","Yes","Thurs-Tues: 1:30pm-9:30pm
","2020-05-14T20:57:03.000Z","2020-05-14T20:52:47.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Instagram/Website","Delivery via Caviar or Grubhub. Order for pickup on their website. Burger popup 5/21-22 with Humboldt & Jackson's famous burgers, call to pre-order burgers.
",,,"American",,,,
"Kellogg's Diner",591,"(718) 782-4502",,"https://www.kelloggsdiner.com/","East Williamsburg","Restaurant",,40.713868,-73.951824,"518 Metropolitan Ave","11211","Open",,"Yes","Yes","Thurs-Sun: 24 hours / Mon-Wed: 6am-10pm
","2020-10-15T17:49:27.000Z","2020-05-14T23:00:35.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Delivery within a 4 block radius, $10 minimum. Order on their website.
",,,"Diner",,,,
"A Bar",592,"(347) 687-4703",,"https://www.instagram.com/abarbrooklyn/","Greenpoint","Bar","12",40.723066,-73.950675,"597 Manhattan Avenue","11222","Open",,"Yes","No","Sun-Thurs: 3pm-11pm/Fri-Sat: 3pm-12am
","2020-10-13T19:55:13.000Z","2020-05-15T15:51:24.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,"Donation Link Last Checked: 10/13/20
","https://www.gofundme.com/f/abar-again",,"Backyard/Open Space","Yes",,
"Vittoria Cafe",593,"718-388.3118",,"https://www.instagram.com/vittoria_caffe/","North Williamsburg","Coffee Shop",,40.718356,-73.957445,"166 Bedford Ave.","11249","Open",,"Yes","No","Daily: ""All Day""
","2020-05-15T16:03:19.000Z","2020-05-15T15:59:59.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission",,,,,,,,
"Cato's Army Navy",594,"(718) 383-3004","catos@verizon.net","https://www.instagram.com/catosarmynavy/","Greenpoint","Retail","12",40.724608,-73.950961,"654 Manhattan Ave","11222","Open",,"Yes",,"Weds & Sat: 11am-4pm
","2020-06-30T17:50:54.000Z","2020-05-15T16:04:17.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission","Call or email to place your order.
",,,"Clothing",,,,
"Good Bar",595,,,"https://www.instagram.com/goodbarbk/","Greenpoint","Bar","12",40.72387,-73.95107,"1 Bedford Avenue","11222","Open",,"Yes","No","Mon-Fri: 3pm-11pm/Sat-Sun: 1pm-11pm
","2020-10-13T00:00:17.000Z","2020-05-15T21:49:56.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location",,"Donation Link Last Checked 9/7/20 AR
","https://www.gofundme.com/f/good-bar-employee-fund",,"Sidewalk Seating","Yes",,
"Gran Torino",596,"9173858586","info@grantorinonyc.com","https://www.instagram.com/grantorinonyc/","North Williamsburg","Restaurant",,40.71835,-73.959,"131 Berry St",,"Open",,"Yes","Yes","Daily: 12pm-9pm
","2020-05-17T17:36:07.000Z","2020-05-17T17:33:01.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission",,,,"Grocery Store,Deli",,,,
"Bunna Cafe",597,"347-295-2227","ssaverance@gmail.com","https://bunnaethiopia.net/","South Williamsburg","Restaurant",,40.70484,-73.92775,"1084 Flushing Avenue",,"Open",,"Yes","Yes","Daily: 12pm-9pm
","2020-05-17T17:44:09.000Z","2020-05-17T17:40:36.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","Order on Caviar or Doordash
",,,"Ethiopian",,,,
"One Stop Beer Shop",598,"(718) 599-0128",,"https://www.instagram.com/onestopbeershop/","East Williamsburg","Bar","18",40.72106,-73.94061,"134 Kingsland Ave.","11222","Open",,"Yes",,"Thurs-Sun: 1pm-8pm
","2020-06-30T17:45:03.000Z","2020-05-18T14:52:16.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","
","Donation Link Last Checked 9/7/20 AR
","https://www.gofundme.com/f/relief-fund-for-one-stop-beer-shop-employees",,"Street Seating",,,
"PPL",599,,,"https://www.instagram.com/pplnyc/","South Williamsburg","Coffee Shop",,40.71329,-73.9583,"189 Roebling St.",,"Open",,"Yes","No","Daily: 9am-4pm
","2020-05-18T21:05:04.000Z","2020-05-18T21:02:41.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission",,,,,,,,
"Simple Cafe & Restaurant",600,,"Simplecafesam@gmail.com","https://www.instagram.com/simplecafebrooklyn/","South Williamsburg","Restaurant",,40.71244,-73.96275,"346 Bedford Avenue","11249","Open",,"Yes","Yes","Thu-Fri: 12pm-8pm / Sat-Sun 9am-4pm
","2020-05-18T21:10:40.000Z","2020-05-18T21:05:23.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission","Order on Caviar or click ""Order Food"" on Instagram.
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/simple-cafe-restaurant-covid19-relief-fund",,,,,
"Pastrami Masters",601,"718-576-3547",,,"East Williamsburg","Restaurant",,40.71171,-73.94096,"812 Grand Street",,"Open",,"Yes","Yes","Mon-Fri: 11am-7:30pm (delivery) 8:45pm (pickup)
","2020-05-18T21:18:48.000Z","2020-05-18T21:12:29.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","Order via Seamless, Grubhub
",,,"Sandwich",,,,
"Nonna's Pizzeria",602,"(718) 389-2600",,,"Greenpoint","Restaurant",,40.72607,-73.94189,"253 Nassau Ave",,"Open",,"Yes","Yes","Daily: 11am-11pm
","2020-05-18T21:25:19.000Z","2020-05-18T21:22:28.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission",,,,"Pizzeria",,,,
"Frost Italian Restaurant",603,"(718) 389-3347",,,"East Williamsburg","Restaurant",,40.71851,-73.94348,"193 Frost St.",,"Open",,"Yes","No","Tues-Sun: 11am-8:30pm
","2020-05-18T21:29:37.000Z","2020-05-18T21:26:55.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location",,,,"Italian",,,,
"Da Francesco",604,"(718) 349-1627","CIAO@DAFRANCESCOBK.COM","http://www.dafrancescobk.com/","East Williamsburg","Restaurant",,40.71833,-73.9447,"442 Graham Avenue","11211","Open",,"Yes","Yes","Daily: 11:30am-8pm
","2020-05-18T21:35:21.000Z","2020-05-18T21:30:55.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location","Order delivery on Seamless.
",,,"Italian",,,,
"Fabio's Pizzeria",605,"(718) 389-7500",,"https://www.fabiospizzeriarestaurant.com/","Greenpoint","Restaurant",,40.72234,-73.94131,"635 Meeker Avenue",,"Open",,"Yes","Yes","Mon-Thurs: 10:30am-10pm (10:30 for pickup) / Fri: 10:30am-11pm (11:30pm for pickup) / Sat: 11am-11pm (11:30am-10pm for pickup) / Sun: 11:30am-9:30pm
","2020-05-18T21:49:36.000Z","2020-05-18T21:46:29.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location","Order on Seamless or Slice app.
",,,"Pizzeria",,,,
"Diner",606,"(718) 486-3077",,"https://www.instagram.com/dinernyc/","South Williamsburg","Restaurant","28",40.71069,-73.9656,"85 Broadway","11249","Open",,"Yes","Yes","Fri-Sun: 11am-3:30pm/Daily: 5pm-10pm
","2020-10-15T17:17:26.000Z","2020-05-19T16:30:36.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram/Website","Order online here: [www.dinernyc.com/online-ordering/diner-brooklyn/menu](https://l.instagram.com/?u=https%3A%2F%2Fwww.dinernyc.com%2Fonline-ordering%2Fdiner-brooklyn%2Fmenu&e=ATPvZPUtLmNvAVFHj3wAz89kswnt_7FuD_iID_AqHJXdCmLHrFgqhTJ_nxxTYpXn8xWPYCIsJ0mMM955ZfuA&s=1)
","
",,"American","Sidewalk Seating","Yes",,
"Marlow & Sons",607,"(718) 384-1441","hello@marlowandsons.com","https://www.instagram.com/marlowandsons/","South Williamsburg","Coffee Shop","28",40.71069,-73.96567,"81 Broadway","11249","Open",,"Yes","Yes","Daily: 8am-5pm
","2020-10-15T17:14:04.000Z","2020-05-19T16:35:30.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,"Restaurant","Sidewalk Seating","No",,
"Marlow & Daughters",608,"(718) 388-5700",,"https://www.instagram.com/marlowanddaughters/","South Williamsburg","Grocery Store","28",40.71063,-73.96501,"95 Broadway","11249","Open",,"Yes","No","Daily: 11am-7pm
","2020-10-15T17:24:16.000Z","2020-05-19T16:37:39.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Website","
",,,"Deli,Seafood Market,Butcher Shop",,"No",,
"Radegast Hall & Biergarten",609,"(718) 963-3973"," info@radegasthall.com","https://www.instagram.com/radegasthall/","North Williamsburg","Restaurant",,40.71664,-73.96165,"113 N 3rd St.",,"Open",,"Yes","Yes","Tue-Sun: 12pm-10pm
","2020-06-30T17:37:35.000Z","2020-05-19T18:14:06.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission","Order via Seamless & Grubhub
",,,"German","Street Seating",,,
"Krolewski Jadlo",610,"(718) 383-8993",,"https://www.instagram.com/krolewskiejadlo/","Greenpoint","Restaurant","7",40.72532,-73.95145,"694 Manhattan Ave.",,"Open",,"Yes","Yes","Daily: 12pm-10pm
","2020-07-16T23:22:25.000Z","2020-05-19T18:24:56.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram/Location","Delivery via Seamless, Grubhub, Doordash, Postmates or call to pick up.
",,,"Polish","Sidewalk Seating",,,
"Sama Street",611,"(929) 276-3140",,"instagram.com/samastreetbk","Greenpoint","Restaurant","2",40.73286,-73.95448,"988 Manhattan Avenue","11222","Open",,"Yes","Yes","Thurs-Fri: 5pm-Close/Sat-Sun: 2pm-Close
","2020-10-07T21:58:33.000Z","2020-05-19T18:31:19.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Indoor dining via phone reservation only. Outdoor dining still available for walk-ups.
","Closing time unclear, confirm with outreach -AR 10/7/20
",,"Asian,Thai,Indian,Bar","Street Seating","Yes",,
"Allswell",612,"(347) 799-2743",,"https://www.instagram.com/allswellnyc/","North Williamsburg","Restaurant",,40.7197,-73.95602,"124 Bedford Avenue",,"Open",,"Yes","No","Mon-Fri: 1pm-8pm / Sat-Sun: 10am-8pm
","2020-05-19T18:39:44.000Z","2020-05-19T18:36:49.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Instagram",,,,"American",,,,
"West Wine Bar",613,"(917) 909-1087",,"https://www.instagram.com/westwinebar/","Greenpoint","Bar","6",40.72873,-73.95968,"67 West St. #3",,"Open",,"Yes","No","Daily: 12pm-7pm
","2020-10-07T21:41:30.000Z","2020-05-19T18:41:41.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,,"Sidewalk Seating",,,
"Last Place on Earth",614,"(315) 230-4381",,"https://www.instagram.com/lastplacebk/?hl=en","Greenpoint","Coffee Shop","11",40.72129,-73.94722,"531 Graham Avenue","11222","Open",,"Yes","No","Mon-Thurs: 8:30am-6pm/Fri-Sat: 8:30am-9pm
","2020-10-18T16:02:58.000Z","2020-05-20T03:22:25.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram/Location","Coffee shop with games for sale.
","
",,,"Sidewalk Seating",,,
"Bar Beau",615,"(917) 909-1960",,"https://www.instagram.com/beaubklyn/","North Williamsburg","Restaurant",,40.71708,-73.95014,"61 Withers Street",,"Open",,"Yes","Yes","Thurs-Sat: 5pm-9:30pm / Sun: 11-3pm
","2020-05-20T14:19:18.000Z","2020-05-20T14:02:30.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Instagram","Order on their website: <https://www.beaubrooklyn.com/>
",,,"Asian,American",,,,
"Surf Bar",616,"(718) 302-4441",,"https://www.instagram.com/surfbarbrooklyn/","North Williamsburg","Bar",,40.71779,-73.95867,"139 N 6th St.",,"Open",,"Yes","Yes","Sat-Weds: 5pm-11pm / Thurs-Fri: 5pm-11:30pm
","2020-05-20T14:28:04.000Z","2020-05-20T14:23:41.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Instagram","Order delivery via Caviar, Seamless, Grubhub or Postmates. Call for takeout.
",,,"American,Seafood",,,,
"Bombay Grill & Curry",617,"718-389-2212",,,"Greenpoint","Restaurant",,40.73358,-73.95498,"1015 Manhattan Ave, Brooklyn, NY 11222","11222","Open",,"Yes","Yes","Daily: 11am-1am
","2020-05-20T17:35:59.000Z","2020-05-20T17:33:43.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission","Call to order. Also on Seamless & Grubhub.
",,,"Indian",,,,
"Tabare",618,"(347) 335-0187",,"https://www.instagram.com/tabarenyc/","South Williamsburg","Restaurant",,40.71305,-73.95897,"221 S 1st St",,"Open",,"Yes","Yes","Weds-Sat: 5pm-9pm
","2020-05-21T14:41:37.000Z","2020-05-21T14:02:10.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location/Instagram","Order via their website: [https://www.tabarenyc.com](https://www.tabarenyc.com/)
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/virtual-tabare-for-tabare-staff","Uruguayan",,,,
"Pete's Candy Store",619,"(718) 302-3770",,"https://www.instagram.com/petescandystore/","North Williamsburg","Bar","16",40.71808,-73.95032,"709 Lorimer Street","11211","Open",,"Yes","No","Wed-Sun: 3pm-11pm
","2020-07-01T17:39:24.000Z","2020-05-21T18:41:51.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
",,,,"Backyard/Open Space,Street Seating",,,
"Roebling Sporting Club",621,"(718) 388-3088",,"https://www.instagram.com/roeblingnyc/","North Williamsburg","Restaurant",,40.71705,-73.9546,"225 N 8th Street","11211","Open",,"Yes","No","Thurs-Fri: 2pm-8pm / Sat-Sun: 12pm-8pm
","2020-07-16T23:24:31.000Z","2020-05-23T15:20:36.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/rsc-fam?utm_source=customer","American,Bar",,,,
"18th Ward Brewing",622,"(718) 387-4025",,"https://www.instagram.com/18thwardbrewing/","East Williamsburg","Bar","18",40.71949,-73.93961,"300 Richardson Street","11222","Open",,"Yes","Yes","Fri: 4pm-10pm/Sat: 12pm-10pm/Sun: 12pm-8pm
","2020-10-03T22:14:19.000Z","2020-05-24T23:35:25.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,"Brewery","Street Seating","Yes",,
"Flash Blue Printing",623,"(929) 337-7284",,"https://www.flashblueprinting.com/","East Williamsburg","Shipping Services/Post Office",,40.71394,-73.94801,"630 Metropolitan Ave.",,"Open",,"Yes",,"Mon-Fri: 9am-5pm
","2020-06-12T13:24:27.000Z","2020-05-24T23:41:03.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location","Printing & shipping services available.
",,,,,,,
